Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
90,James Harden,33,PHI,PG,58,58,2135,8.6,19.5,0.441,3.7,9.7,0.385,4.9,9.8,0.495,0.536,7.3,8.4,0.867,0.9,7.3,8.2,14.3,1.6,0.7,4.5,2.6,28.2,123,113,,hardeja01
91,Jamal Murray,25,DEN,PG,65,65,2133,10.8,23.9,0.454,3.9,9.9,0.398,6.9,14,0.494,0.537,4.1,5,0.833,1.1,4.8,5.9,9.2,1.5,0.4,3.3,2.4,29.8,116,116,,murraja01
92,John Collins,25,ATL,PF,71,71,2130,8,15.8,0.508,1.6,5.4,0.292,6.5,10.5,0.619,0.557,3.2,4,0.803,1.7,8.6,10.3,1.9,0.9,1.6,1.8,4.9,20.8,117,115,,collijo01
93,Saddiq Bey,23,2TM,SF,77,37,2129,8,18.9,0.422,3.4,9.5,0.361,4.6,9.5,0.483,0.513,4.6,5.4,0.861,2.2,6,8.2,2.7,1.6,0.3,1.6,2.8,24.1,117,119,,beysa01
94,Saddiq Bey,23,DET,SF,52,30,1500,7.9,19.6,0.404,3.3,9.5,0.345,4.7,10.1,0.46,0.488,5.8,6.8,0.861,1.9,5.9,7.8,2.7,1.6,0.4,1.7,2.8,24.9,115,119,,beysa01
95,Saddiq Bey,23,ATL,SF,25,7,629,8.2,17.4,0.47,3.8,9.5,0.4,4.4,8,0.552,0.578,1.9,2.2,0.862,3,6.1,9.1,2.6,1.5,0.1,1.3,2.8,22.1,124,117,,beysa01
96,De'Andre Hunter,25,ATL,SF,67,67,2126,8.5,18.4,0.461,2.2,6.4,0.35,6.3,12,0.521,0.522,3.8,4.6,0.826,1,5.3,6.4,2.1,0.8,0.4,1.8,4.5,23.1,112,119,,huntede01
97,Russell Westbrook,34,2TM,PG,73,24,2126,9.7,22.3,0.436,2,6.4,0.311,7.7,15.9,0.487,0.481,4.6,7.1,0.656,2,7.5,9.5,12.4,1.7,0.7,5.7,3.6,26.1,104,113,6MOY-9,westbru01
98,Russell Westbrook,34,LAL,PG,52,3,1491,9.7,23.2,0.417,2,6.8,0.296,7.7,16.4,0.467,0.46,5,7.6,0.655,1.9,8.3,10.2,12.4,1.7,0.7,5.8,3.8,26.3,101,113,,westbru01
99,Russell Westbrook,34,LAC,PG,21,21,635,9.9,20.2,0.489,2,5.6,0.356,7.9,14.6,0.54,0.538,3.9,5.9,0.658,2.3,5.6,7.9,12.3,1.8,0.8,5.5,3.2,25.6,111,115,,westbru01
100,Quentin Grimes,22,NYK,SG,71,66,2121,6.6,14,0.468,3.7,9.5,0.386,2.9,4.5,0.641,0.599,1.8,2.3,0.796,1.1,4.2,5.3,3.5,1.1,0.6,1.6,4.1,18.6,125,117,,grimequ01
101,Kristaps Porziņģis,27,WAS,C,65,65,2120,11.6,23.4,0.498,3.1,8.2,0.385,8.5,15.2,0.559,0.565,8.1,9.6,0.851,2.6,9.9,12.5,4,1.3,2.3,3.1,4.5,34.6,121,113,,porzikr01
102,Gary Trent Jr.,24,TOR,SG,66,44,2118,9.5,21.8,0.433,3.9,10.5,0.369,5.6,11.3,0.493,0.522,4,4.8,0.839,0.7,3.3,4,2.5,2.4,0.3,1.3,2.4,26.8,116,116,,trentga02
103,Damian Lillard,32,POR,PG,58,58,2107,12.9,27.8,0.463,5.6,15.2,0.371,7.2,12.6,0.574,0.564,11.8,12.9,0.914,1,5.4,6.4,9.8,1.2,0.4,4.4,2.5,43.1,126,121,CPOY-10ASNBA3,lillada01
104,Ayo Dosunmu,23,CHI,SG,80,51,2098,6.5,13.2,0.493,1.4,4.4,0.312,5.2,8.8,0.583,0.545,1.5,1.9,0.805,1,4.1,5.1,4.8,1.4,0.6,2.3,4.2,16,109,115,,dosunay01
105,Corey Kispert,23,WAS,SF,74,45,2093,6.8,13.6,0.497,3.8,8.9,0.424,3,4.7,0.637,0.637,1.7,2,0.852,0.8,4,4.8,2,0.7,0.2,1.3,2.3,19.1,124,120,,kispeco01
106,Malik Beasley,26,2TM,SG,81,27,2093,8.4,21.3,0.395,5.4,15,0.357,3.1,6.4,0.484,0.52,1.1,1.5,0.769,0.8,5.6,6.4,2.8,1.5,0.2,2,2.4,23.3,105,117,,beaslma01
107,Malik Beasley,26,UTA,SG,55,13,1472,8.6,21.7,0.396,5.5,15.3,0.359,3.1,6.4,0.485,0.522,1.2,1.4,0.841,0.9,5.5,6.4,3,1.4,0.3,1.9,2.4,23.9,107,118,,beaslma01
108,Malik Beasley,26,LAL,SG,26,14,621,8,20.4,0.392,5,14.3,0.353,3,6.2,0.481,0.515,1,1.6,0.619,0.6,6,6.6,2.4,1.6,0.1,2.3,2.4,22.1,99,115,,beaslma01
109,Caleb Martin,27,MIA,SF,71,49,2077,6.1,13.2,0.464,2,5.7,0.356,4.1,7.5,0.545,0.54,2.2,2.7,0.805,2.1,6.1,8.3,2.8,1.7,0.7,1.9,3.5,16.4,113,113,,martica02
110,Andrew Nembhard,23,IND,SG,75,63,2073,6.5,14.7,0.441,2.1,6,0.35,4.4,8.7,0.504,0.512,1.1,1.4,0.79,0.8,3.8,4.6,7.8,1.6,0.3,2.9,4.1,16.2,108,120,,nembhan01
111,Keldon Johnson,23,SAS,SF,63,63,2063,11.5,25.5,0.452,3.1,9.3,0.329,8.4,16.2,0.523,0.512,5.6,7.5,0.749,1.3,6,7.3,4.2,1.1,0.3,3.1,2.9,31.7,108,122,,johnske04
112,Aaron Gordon,27,DEN,PF,68,68,2055,10.2,18.1,0.564,1.4,4.1,0.347,8.8,14,0.628,0.603,4.5,7.5,0.608,3.9,6.7,10.6,4.8,1.3,1.2,2.3,3.1,26.4,124,115,,gordoaa01
113,Mason Plumlee,32,2TM,C,79,60,2054,7.7,11.3,0.68,0,0,,7.7,11.3,0.68,0.68,4.6,7.3,0.636,5.3,11,16.3,5.7,1.1,1.1,2.7,5.1,20,134,114,,plumlma01
114,Mason Plumlee,32,CHO,C,56,56,1597,7.9,11.8,0.669,0,0,,7.9,11.8,0.669,0.669,4.6,7.6,0.605,5.6,10.6,16.1,6.1,1,1,2.6,4.8,20.4,133,114,,plumlma01
115,Mason Plumlee,32,LAC,C,23,4,457,6.9,9.4,0.727,0,0,,6.9,9.4,0.727,0.727,4.7,6.1,0.772,4.5,12.5,17,4.3,1.2,1.3,3.2,6,18.4,136,111,,plumlma01
116,Grant Williams,24,BOS,PF,79,23,2045,5.1,11.3,0.454,2.7,6.9,0.395,2.4,4.4,0.546,0.575,2.2,2.9,0.77,2.1,6.6,8.7,3.1,1,0.7,2,4.6,15.3,118,113,,willigr01
117,Deandre Ayton,24,PHO,C,67,67,2035,12.5,21.3,0.589,0.2,0.6,0.292,12.4,20.7,0.597,0.592,3.7,4.8,0.76,4.1,11.9,16,2.8,0.9,1.3,2.9,4.6,28.9,119,111,,aytonde01
118,Mike Conley,35,2TM,PG,67,66,2029,6.1,14.3,0.428,3.2,8.2,0.385,3,6.1,0.486,0.539,3.3,4,0.834,0.8,3.5,4.3,10.6,1.7,0.3,2.4,3.3,18.7,125,118,,conlemi01
119,Mike Conley,35,UTA,PG,43,42,1276,5.7,14,0.408,2.9,8,0.362,2.8,6.1,0.469,0.511,2.9,3.6,0.813,0.6,3.4,4,12.4,1.6,0.4,2.8,3.5,17.3,123,119,,conlemi01
120,Mike Conley,35,MIN,PG,24,24,753,6.8,14.8,0.46,3.7,8.7,0.42,3.2,6.1,0.515,0.583,4,4.6,0.863,1,3.7,4.7,7.6,1.8,0.3,1.8,2.8,21.3,130,116,,conlemi01
121,Giannis Antetokounmpo,28,MIL,PF,63,63,2024,16.7,30.1,0.553,1.1,4,0.275,15.6,26.1,0.596,0.572,11.7,18.2,0.645,3.2,14.3,17.5,8.5,1.2,1.2,5.8,4.6,46.2,117,108,MVP-3DPOY-6ASNBA1,antetgi01
122,Kevin Porter Jr.,22,HOU,PG,59,59,2024,9.4,21.2,0.442,3.4,9.2,0.366,6,12,0.501,0.522,5,6.3,0.784,1.8,5.7,7.5,8.1,2,0.4,4.5,3.7,27.1,112,120,,porteke02
123,Deni Avdija,22,WAS,SF,76,40,2020,6.1,14,0.437,1.7,5.6,0.297,4.4,8.4,0.53,0.497,2.9,4,0.739,1.8,10,11.7,5.1,1.6,0.7,3,5,16.8,106,114,,avdijde01
124,Tyrese Maxey,22,PHI,SG,60,41,2016,10.8,22.4,0.481,3.9,9.1,0.434,6.9,13.4,0.513,0.568,4.4,5.2,0.845,0.6,3.8,4.3,5.2,1.2,0.2,2,3.2,29.9,120,117,,maxeyty01
125,Dorian Finney-Smith,29,2TM,PF,66,66,2009,4.8,12.3,0.391,2.8,8.3,0.337,2,4,0.503,0.505,1.1,1.5,0.763,2.8,5,7.8,2.5,1.4,0.9,1.5,3.5,13.5,109,117,,finnedo01
126,Dorian Finney-Smith,29,DAL,PF,40,40,1288,5,12,0.416,3,8.4,0.355,2,3.6,0.559,0.54,1.2,1.5,0.75,2.6,4.7,7.3,2.3,1.5,0.8,1.4,3.1,14.1,114,118,,finnedo01
127,Dorian Finney-Smith,29,BRK,PF,26,26,721,4.5,12.9,0.351,2.5,8.2,0.306,2,4.7,0.429,0.448,1,1.3,0.789,3.2,5.5,8.7,2.8,1.2,1.1,1.8,4.3,12.6,101,116,,finnedo01
128,Jordan Clarkson,30,UTA,SG,61,61,1988,11,24.8,0.444,3.7,11,0.338,7.3,13.7,0.53,0.519,4.8,5.9,0.816,1.7,4.2,5.9,6.5,0.8,0.3,4.5,2.9,30.5,109,120,,clarkjo01
129,Dennis Schröder,29,LAL,PG,66,50,1986,6.4,15.5,0.415,1.8,5.4,0.329,4.7,10.1,0.461,0.472,5.2,6,0.857,0.5,3.4,3.9,7.1,1.2,0.2,2.7,3.5,19.8,112,117,,schrode01
130,Tre Jones,23,SAS,PG,68,65,1984,8.1,17.7,0.459,1.1,3.8,0.285,7,13.9,0.506,0.489,3.5,4.1,0.86,1.3,4.5,5.8,10.7,2.1,0.2,2.6,2.3,20.8,117,120,,jonestr01
131,Grayson Allen,27,MIL,SG,72,70,1972,5.9,13.5,0.44,3.5,8.9,0.399,2.4,4.6,0.518,0.571,2.8,3.1,0.905,1.5,4.3,5.7,3.9,1.5,0.3,1.7,2.8,18.2,123,114,,allengr01
132,Jonas Valančiūnas,30,NOP,C,79,79,1968,11,20.1,0.547,0.9,2.7,0.349,10,17.4,0.577,0.57,4.6,5.5,0.826,5.5,14.3,19.8,3.4,0.5,1.3,3.9,6,27.5,116,110,,valanjo01
133,Eric Gordon,34,2TM,SG,69,58,1965,7.2,16.2,0.446,3.3,8.8,0.371,3.9,7.3,0.535,0.547,3.5,4.3,0.821,0.4,2.9,3.3,4.5,1.1,0.6,2.6,1.9,21.2,115,122,,gordoer01
134,Eric Gordon,34,HOU,SG,47,47,1418,7.2,16.3,0.439,2.9,8.4,0.347,4.3,8,0.536,0.528,3.8,4.6,0.815,0.4,2.9,3.3,4.6,1,0.6,2.8,1.5,21,113,123,,gordoer01
135,Eric Gordon,34,LAC,SG,22,11,547,7.3,15.7,0.463,4.2,9.9,0.423,3,5.7,0.531,0.597,2.9,3.4,0.842,0.4,3,3.3,4.2,1.2,0.7,1.9,3,21.6,122,118,,gordoer01
136,Kevon Looney,26,GSW,C,82,70,1958,5.8,9.3,0.63,0,0,0,5.8,9.2,0.632,0.63,2.3,3.7,0.606,6.6,11.7,18.3,5,1.3,1.2,1.1,5.4,13.9,147,111,,looneke01
137,Kyle Anderson,29,MIN,PF,69,46,1957,6.1,12,0.509,1,2.5,0.41,5.1,9.5,0.536,0.553,2.4,3.3,0.735,1.6,7.3,8.9,8.1,1.9,1.5,2.5,3.5,15.7,120,112,,anderky01
138,Marcus Smart,28,BOS,PG,61,61,1957,6.2,15,0.415,2.9,8.5,0.336,3.4,6.5,0.519,0.511,2.2,2.9,0.746,1.1,3.6,4.8,9.5,2.3,0.6,3.6,4.3,17.5,111,112,,smartma01
139,LeBron James,38,LAL,PF,55,54,1954,14.8,29.6,0.5,2.9,9.1,0.321,11.8,20.4,0.58,0.549,6.1,7.9,0.768,1.6,9.5,11.1,9.1,1.2,0.8,4.3,2.1,38.6,114,113,ASNBA3,jamesle01
140,Herbert Jones,24,NOP,PF,66,66,1951,5.8,12.4,0.469,1.4,4.1,0.335,4.4,8.3,0.536,0.525,3.1,4,0.764,2.4,4.3,6.7,4,2.6,1,2.2,5.2,16.1,115,112,,joneshe01
141,Torrey Craig,32,PHO,PF,79,60,1948,5.7,12.5,0.456,2.5,6.3,0.395,3.2,6.2,0.518,0.556,0.8,1.1,0.711,3.6,7,10.7,2.9,1.3,1.6,1.8,4.5,14.8,116,113,,craigto01
142,Ja Morant,23,MEM,PG,61,59,1948,13.8,29.6,0.466,2.2,7.3,0.307,11.6,22.3,0.519,0.504,9.1,12.1,0.748,1.5,7.2,8.7,12,1.6,0.4,5,2.4,38.9,114,112,MVP-12AS,moranja01
143,Kelly Olynyk,31,UTA,C,68,68,1942,6.8,13.7,0.499,2.3,5.8,0.394,4.6,7.9,0.576,0.583,4.9,5.7,0.853,2,8.3,10.3,6.2,1.5,0.9,4.1,5.7,20.8,118,115,,olynyke01
144,Stephen Curry,34,GSW,PG,56,56,1941,13.6,27.6,0.493,6.6,15.5,0.427,7,12,0.579,0.614,6.3,6.8,0.915,0.9,7.3,8.3,8.6,1.3,0.5,4.4,2.8,40.1,123,115,MVP-9CPOY-9ASNBA2,curryst01
145,Tyus Jones,26,MEM,PG,80,22,1940,7.6,17.4,0.438,3,8,0.371,4.7,9.4,0.495,0.523,2,2.4,0.8,0.7,4.2,4.9,10.2,2,0.1,1.8,0.8,20.1,122,113,6MOY-6,jonesty01
146,Paul George,32,LAC,SF,56,56,1939,11.6,25.4,0.457,4,10.8,0.371,7.6,14.6,0.521,0.536,6.5,7.4,0.871,1.1,7.5,8.6,7.3,2.1,0.5,4.4,4,33.7,113,113,AS,georgpa01
147,Al Horford,36,BOS,C,63,63,1922,5.8,12.1,0.476,3.7,8.2,0.446,2.1,3.9,0.539,0.627,0.4,0.5,0.714,1.9,8,9.9,4.8,0.8,1.5,0.9,3.1,15.6,133,112,,horfoal01
148,P.J. Tucker,37,PHI,PF,75,75,1920,2.5,5.8,0.427,1.4,3.6,0.393,1.1,2.2,0.482,0.549,0.5,0.6,0.826,2.5,5.2,7.6,1.5,1,0.4,1.1,4.6,6.9,117,116,,tuckepj01
149,Jalen McDaniels,25,2TM,SF,80,24,1913,7.1,15.5,0.455,1.9,5.8,0.332,5.1,9.7,0.53,0.518,2.9,3.5,0.841,1.6,7.1,8.7,3.3,2.1,0.9,2.3,5.2,18.9,108,114,,mcdanja01
150,Jalen McDaniels,25,CHO,SF,56,21,1494,7,15.7,0.447,2.1,6.4,0.322,5,9.3,0.534,0.513,2.8,3.3,0.846,1.4,7.2,8.6,3.5,2.1,0.9,2.5,5,19,106,114,,mcdanja01
151,Jalen McDaniels,25,PHI,SF,24,3,419,7.1,14.5,0.488,1.4,3.5,0.4,5.7,11,0.516,0.537,3.3,4,0.824,2.2,6.7,9,2.2,2,0.6,1.5,6,18.9,117,113,,mcdanja01
152,Jakob Poeltl,27,2TM,C,72,71,1906,9.8,15.6,0.629,0,0,0,9.8,15.5,0.63,0.629,3,5.1,0.592,5.9,10.5,16.5,5,1.7,2.2,3.1,4.9,22.6,123,114,,poeltja01
153,Jakob Poeltl,27,SAS,C,46,46,1199,9.4,15.3,0.616,0,0,0,9.4,15.2,0.618,0.616,3.1,5.1,0.605,6,10.4,16.4,5.6,1.4,2,3.8,4.6,21.9,119,116,,poeltja01
154,Jakob Poeltl,27,TOR,C,26,25,707,10.5,16.1,0.652,0,0,,10.5,16.1,0.652,0.652,2.9,5,0.569,5.9,10.7,16.6,3.9,2.1,2.4,2,5.4,23.8,132,110,,poeltja01
155,Anthony Davis,29,LAL,C,56,54,1904,13.5,23.9,0.563,0.5,1.8,0.257,13,22.1,0.589,0.573,8.7,11,0.784,4.9,12.6,17.5,3.7,1.5,2.8,3,3.6,36.1,124,108,,davisan02
156,Donte DiVincenzo,26,GSW,SG,72,36,1894,5.9,13.5,0.435,3.7,9.4,0.397,2.1,4,0.525,0.574,1.4,1.8,0.817,2,6.1,8.1,6.3,2.4,0.2,2.8,3.3,16.9,117,113,,divindo01
157,Bojan Bogdanović,33,DET,PF,59,59,1893,11,22.6,0.488,3.7,9,0.411,7.3,13.5,0.539,0.57,6.9,7.8,0.884,0.9,4.8,5.7,3.9,0.9,0.2,3.5,2.9,32.6,118,122,,bogdabo02
158,Chris Paul,37,PHO,PG,59,59,1889,7.6,17.3,0.44,2.5,6.8,0.375,5.1,10.5,0.482,0.513,3.4,4.1,0.831,0.7,5.8,6.5,13.6,2.4,0.6,2.9,3.3,21.2,122,112,,paulch01
159,Tyrese Haliburton,22,IND,PG,56,56,1883,10.4,21.2,0.49,4.1,10.1,0.4,6.3,11.1,0.572,0.586,4.4,5.1,0.871,0.8,4.3,5.2,14.7,2.3,0.6,3.6,1.7,29.2,129,118,AS,halibty01
160,Jarred Vanderbilt,23,2TM,PF,78,65,1879,6.3,11.4,0.548,0.7,2.3,0.322,5.5,9.2,0.604,0.58,2.4,3.5,0.691,4.3,10.4,14.8,4.7,2.1,0.5,2.5,4.8,15.7,123,112,,vandeja01
161,Jarred Vanderbilt,23,UTA,PF,52,41,1254,6.6,11.8,0.556,0.7,2.2,0.333,5.9,9.7,0.606,0.587,2.6,3.9,0.657,4.6,11,15.6,5.4,2,0.6,2.6,5.1,16.5,124,113,,vandeja01
162,Jarred Vanderbilt,23,LAL,PF,26,24,625,5.6,10.6,0.529,0.8,2.5,0.303,4.9,8.1,0.598,0.564,2.2,2.8,0.784,3.7,9.4,13.1,3.2,2.3,0.5,2.2,4.3,14.2,119,111,,vandeja01
163,Terance Mann,26,LAC,SG,81,36,1872,7.1,13.7,0.519,2,5.2,0.389,5.1,8.5,0.598,0.593,2.4,3.1,0.78,2,5.2,7.2,4.8,1.1,0.6,2.1,3.9,18.7,123,117,,mannte01
164,Troy Brown Jr.,23,LAL,SF,76,45,1860,5.1,11.8,0.43,2.7,7.2,0.381,2.4,4.7,0.505,0.545,0.9,1,0.872,1.6,6.3,7.8,2.4,1.5,0.4,1.2,3.1,13.8,113,115,,browntr01
165,Onyeka Okongwu,22,ATL,C,80,18,1849,8.2,12.8,0.638,0.1,0.3,0.308,8.1,12.5,0.647,0.642,3.9,5.1,0.781,5.6,9.3,14.9,2.1,1.4,2.8,2.1,6.5,20.4,134,112,,okongon01
166,Austin Reaves,24,LAL,SG,64,22,1843,6.7,12.6,0.529,2.2,5.6,0.398,4.4,7,0.631,0.616,5.9,6.8,0.864,0.8,4.1,5,5.5,0.8,0.5,2.5,2.8,21.4,129,117,6MOY-7,reaveau01
167,Desmond Bane,24,MEM,SG,58,58,1841,11.6,24.2,0.479,4.3,10.5,0.408,7.3,13.7,0.534,0.568,4.7,5.3,0.883,1.1,6.4,7.5,6.6,1.4,0.6,3.3,3.9,32.2,119,113,,banede01
168,Devin Booker,26,PHO,SG,53,53,1835,14,28.4,0.494,3,8.4,0.351,11.1,20,0.554,0.546,8.1,9.5,0.855,1.2,5.2,6.4,7.8,1.4,0.5,3.9,4.2,39.2,119,115,,bookede01
169,Marcus Morris,33,LAC,PF,65,65,1825,7.4,17.3,0.426,3,8.3,0.364,4.3,9,0.484,0.513,1.8,2.3,0.782,0.8,6.1,6.9,3.1,1.1,0.6,1.5,3.7,19.5,108,116,,morrima03
170,Myles Turner,26,IND,C,62,62,1825,10.5,19.1,0.548,2.4,6.5,0.373,8,12.6,0.638,0.612,5.6,7.2,0.783,2.3,9.8,12.1,2.3,0.9,3.6,2.7,5.6,29,121,114,,turnemy01
171,Bobby Portis,27,MIL,PF,70,22,1818,10.5,21.1,0.496,2.5,6.8,0.37,8,14.3,0.555,0.555,2.5,3.3,0.768,4,13.6,17.6,2.8,0.8,0.4,2.1,3,25.9,117,110,6MOY-3,portibo01
172,Aaron Nesmith,23,IND,SF,73,60,1816,6.6,15.4,0.427,3,8.2,0.366,3.6,7.2,0.496,0.525,3.1,3.7,0.838,1.6,5.6,7.2,2.6,1.4,0.9,2,6.1,19.3,111,119,,nesmiaa01
173,Patrick Beverley,34,2TM,PG,67,67,1816,3.8,9.5,0.4,2.1,6.3,0.335,1.7,3.2,0.529,0.511,1.2,1.7,0.723,1.2,5.3,6.5,5.1,1.7,1.1,1.6,4.9,10.9,113,113,,beverpa01
174,Patrick Beverley,34,LAL,SG,45,45,1211,3.8,9.4,0.402,2.2,6.2,0.348,1.6,3.2,0.506,0.517,1.5,2,0.78,0.9,4.5,5.5,4.6,1.6,1,1.6,4.9,11.3,112,115,,beverpa01
175,Patrick Beverley,34,CHI,PG,22,22,605,3.8,9.6,0.395,2,6.5,0.309,1.8,3.1,0.579,0.5,0.6,1.2,0.533,1.6,7,8.6,6.1,1.9,1.3,1.4,5.1,10.2,114,111,,beverpa01
176,Jevon Carter,27,MIL,PG,81,39,1810,6.3,14.9,0.423,3.7,8.9,0.421,2.6,6,0.425,0.549,0.8,1,0.816,0.9,4.4,5.3,5.2,1.7,0.8,2.1,4.2,17.2,113,113,,carteje01
177,Michael Porter Jr.,24,DEN,SF,62,62,1798,10.8,22.2,0.487,5.1,12.4,0.414,5.7,9.9,0.579,0.602,2.6,3.3,0.8,1.7,7.5,9.3,1.8,1,0.8,1.8,3.2,29.4,118,115,,portemi01
178,Naji Marshall,25,NOP,SF,77,21,1792,6.7,15.4,0.433,1.8,5.9,0.303,4.9,9.5,0.513,0.49,3.7,4.7,0.789,1.3,6.2,7.5,5.1,1.5,0.4,2.6,3.1,18.9,109,114,,marshna01
179,Jaren Jackson Jr.,23,MEM,C,63,63,1787,11.1,21.8,0.506,2.7,7.5,0.355,8.4,14.3,0.585,0.567,6.4,8.1,0.788,2.9,8.5,11.3,1.6,1.7,5,2.8,6,31.2,118,105,DPOY-1AS,jacksja02
180,Shaedon Sharpe,19,POR,SG,80,15,1779,8.4,17.7,0.472,2.8,7.7,0.36,5.6,10,0.559,0.551,2.1,2.9,0.714,1.7,4.7,6.5,2.6,1,0.7,2.3,3.7,21.6,109,121,,sharpsh01
181,Markelle Fultz,24,ORL,PG,60,60,1778,9.5,18.5,0.514,0.7,2.4,0.31,8.8,16.1,0.544,0.534,3,3.9,0.783,1.9,4.5,6.4,9.3,2.4,0.7,3.8,3.6,22.8,113,114,,fultzma01
